"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1741115672615342202","Sat Dec 30 15:14:59 +0000 2023","1","Oiya disini yg kurikulum merdeka kalian pake buku paket atau buku pendukung apa aja buat belajar??","1741115672615342202","","","in","","0","3","0","https://twitter.com/keishastudy/status/1741115672615342202","1739662208387493888","keishastudy"
"1741072529018786124","Sat Dec 30 12:23:33 +0000 2023","7","dampak memaksakan 2 semester buat 'merdeka' belajar kurikulumnya dimundurin sampe SMA","1741072529018786124","","","in","Jawa","0","1","0","https://twitter.com/najowh/status/1741072529018786124","1257758950876827648","najowh"
"1741041463121817936","Sat Dec 30 10:20:06 +0000 2023","0","[ HIMATIKA BANGGA ] Himatika FKIP Untirta mengucapkan selamat dan sukses kepada : Mahasiswa/i Pendidikan Matematika yang lolos Kampus Mengajar Akt 7 Merdeka Belajar Kampus Merdeka Good Luck Maths! https://t.co/wjKktSl6j6","1741041463121817936","https://pbs.twimg.com/media/GClr9LMb0AAO0eX.jpg","","in","Serang , Banten ","0","0","0","https://twitter.com/untirtahimatika/status/1741041463121817936","514373551","untirtahimatika"
"1741034148096319966","Sat Dec 30 09:51:02 +0000 2023","0","Siapa Saja yang Harus Membuat Akun di Portal SNPMB 2024?? https://t.co/JPRKWV8JZ8 Salam Seni dan Budaya! #ISBIBandung #SNPMB #SNBP #SNBT #UTBK #PenerimaanMahasiswaBaru #CentreofCreativityBasedonEmpoweringCulturalZone #KampusMerdeka #MerdekaBelajar https://t.co/uIWWxNXAee","1741034148096319966","https://pbs.twimg.com/media/GCllO_gb0AA3ZUu.jpg","","in","Bandung, Jawa Barat","0","0","1","https://twitter.com/isbibandung/status/1741034148096319966","708168155344973825","isbibandung"
"1741032753234403697","Sat Dec 30 09:45:29 +0000 2023","2","Halo #SahabatPerpusdikbud apakah Sahabat saat ini memiliki hewan peliharaan di rumah? Ternyata memelihara hewan memberikan banyak dampak positif loh untuk pemiliknya. Apa saja sih manfaat jika kita memiliki hewan peliharaan? Yuk simak pada infografis berikut! #merdekabelajar https://t.co/42mbMlb8gw","1741032753234403697","https://pbs.twimg.com/media/GClkDQjbMAAhIgx.jpg","","in","Senayan, Jakarta","0","1","1","https://twitter.com/perpusdikbud/status/1741032753234403697","2191873495","perpusdikbud"
"1741028244953161869","Sat Dec 30 09:27:34 +0000 2023","1","Kayana Yuk tonton Pertunjukan Laku Cipta Byata Babam dalam program Panggung Indonesiana Sabtu 30 Desember 2023 pukul 20.00 WIB hanya di https://t.co/PL436v3Ab7 #indonesianatv #nontonragambudaya #merdekabelajar https://t.co/Dgh2Ih0Sx1","1741028244953161869","https://pbs.twimg.com/ext_tw_video_thumb/1741028155182452736/pu/img/3qM1ANkJNiaf5Q_J.jpg","","in","Indonesia ","0","0","0","https://twitter.com/indonesianatv/status/1741028244953161869","116393652","indonesianatv"
"1741018822721912960","Sat Dec 30 08:50:08 +0000 2023","1","In case of Indonesia actual problem now Belajar Merdeka seems more interesting than Merdeka Belajar .","1741018822721912960","","","in","San Siro. Emirates. Velodrome.","0","0","0","https://twitter.com/adieprast/status/1741018822721912960","78171001","adieprast"
"1741010718198235142","Sat Dec 30 08:17:56 +0000 2023","0","Kabupaten Tabanan mendapat anugerah kategori kabupaten dengan calon guru penggerak terbanyak. Anugerah ini didapatkan berkat komitmen Dinas Pendidikan Tabanan mendukung program merdeka belajar. https://t.co/ewslfJ47kY","1741010718198235142","","","in","Denpasar, Bali","0","0","0","https://twitter.com/nusabalicom/status/1741010718198235142","2655442453","nusabalicom"
"1740774358342352938","Fri Dec 29 16:38:43 +0000 2023","0","Merdeka belajar Pertanyaannya : Siapa yang dimerdekakan dengan program ini Sumimasen","1740774358342352938","","","in","darkest corner","0","0","0","https://twitter.com/alinmiko/status/1740774358342352938","123465793","alinmiko"
"1740734938436280451","Fri Dec 29 14:02:05 +0000 2023","2","Merdeka belajar apanya sih yg merdeka","1740734938436280451","","","in","","0","0","0","https://twitter.com/kukirakauteman/status/1740734938436280451","1419540140892987392","kukirakauteman"
