"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1785090720430518417","Mon Apr 29 23:36:07 +0000 2024","0","Kampus merdeka gak hanya magang. Ada kampus mengajar dllnya. Dan itu opsional si menurut gua dr kemauan sendiri buat ikut atau gak nya ya kan sama dr prodi juga mengizinkan atau tidak. Faktanya emang gt gak si ya setelah lulus s1 ya kerja makanya di kampus2 tuh ada cdcc atau","1785090720430518417","","","in","Seoul, Republic of Korea","0","1","0","https://twitter.com/sweetbrownice/status/1785090720430518417","1160033195212959744","sweetbrownice"
"1784932482493907355","Mon Apr 29 13:07:20 +0000 2024","1","IPB University meraih prestasi luar biasa dalam The AppliedHe Public University Ranking ASEAN 2024: Peringkat pertama PTN Terbaik di Indonesia! Peringkat ketiga PTN terbaik di ASEAN! Sumber : https://t.co/coMkelLn3r #IPBUniversity #PrestasiIPB #IPB24Jam #KampusMerdeka https://t.co/Mt5HxeXC4v","1784932482493907355","https://pbs.twimg.com/ext_tw_video_thumb/1784932271491096576/pu/img/PXpxolNzlvnSTv8Y.jpg","","in","","0","0","0","https://twitter.com/IPB24JAM/status/1784932482493907355","1191652637302640641","IPB24JAM"
"1784899774711566727","Mon Apr 29 10:57:22 +0000 2024","0","Gue pas covid dan ga punya duit samsek gue kaga apply kipk ajg gue apply magang kampus merdeka. Mending lo pada apply magang kampus merdeka dah lo dapat pengalaman + gaji sesuai. Perbulan 2.5jt dan itu selama kurleb 6 bulan. Mayan anjing daripada makan kipk yang bukan hak lo.","1784899774711566727","","","in","cyber","0","0","0","https://twitter.com/fooylish/status/1784899774711566727","841821697024135171","fooylish"
"1784874736981324259","Mon Apr 29 09:17:53 +0000 2024","0","#BeritaUNP Samsat Gandeng UNP Gelar Sakapa Layanan Pembayaran Pajak Kendaraan Bermotor https://t.co/eupz0yxl7C #universitasnegeripadang #kampusmerdeka #humasunp #kampusmerdeka","1784874736981324259","","","in","West Sumatra, Indonesia","0","0","0","https://twitter.com/HumasUnp/status/1784874736981324259","904943715965214722","HumasUnp"
"1784869195651383412","Mon Apr 29 08:55:52 +0000 2024","0","Tolong yakinin ku buat ikut kampus merdeka mending ikut stupen / magang untuk semester besok? Dan sebutin + - nya dari 2 program itu? Untuk skrng masih semester 4","1784869195651383412","","","in","","0","0","0","https://twitter.com/Ddungdin1/status/1784869195651383412","1368110522374103040","Ddungdin1"
"1784843858695901399","Mon Apr 29 07:15:11 +0000 2024","0","Sedih dahhh dulu gw pas masa covid harus terancam gak lanjut kuliah.... bahkan waktu itu pas ada kampus merdeka gw gak lolos karena gw blm bayar jadinya nilai di khs gw belum keluar beberapa matkul. Minimal kampus merdeka itu ip 3 sedangkan gw 2. sekian hikssss","1784843858695901399","","","in","","1","0","0","https://twitter.com/jaewithu/status/1784843858695901399","1641182203022569472","jaewithu"
"1784839018062200972","Mon Apr 29 06:55:57 +0000 2024","7","ITB Luluskan 1.815 Wisudawan pada Wisuda Kedua Tahun Akademik 2023/2024 Selengkapnya: https://t.co/E45QHdCjYW #ITBnews #wisudaITB #wisuda #Multidisiplin #TransformasiITB #ITBsolid #kampusmerdeka #transformasipendidikantinggi","1784839018062200972","","","in","Bandung - Jatinangor - Cirebon","1","0","0","https://twitter.com/itbofficial/status/1784839018062200972","22878447","itbofficial"
"1784830603533365290","Mon Apr 29 06:22:31 +0000 2024","5","[cm] haloo mau tanya kalo misalnya mau ikut program magang mandiri melalui kampus merdeka ini apa harus di perusahaan mitra kampus merdeka atau gimana ya? sama daftarnya apa harus melalui web kampus merdeka atau perusahaan langsung? makasii https://t.co/hAXCWhGoWS","1784830603533365290","https://pbs.twimg.com/media/GMT9-UCawAAaIa2.jpg","","in","","0","1","0","https://twitter.com/collegemenfess/status/1784830603533365290","1046084008742801408","collegemenfess"
"1784827573282967874","Mon Apr 29 06:10:28 +0000 2024","0","Isi kepala mahasiswa semester akhir.. #kampusbogor #bsibogor #kampusmerdeka #kampusdigitalkreatif #ngerjainskripsi https://t.co/XOfZ4Ea0tQ","1784827573282967874","https://pbs.twimg.com/ext_tw_video_thumb/1784827479963963392/pu/img/c5Ddam6QzqTeTTx0.jpg","","in","Jl.Merdeka No.168 - Kota Bogor","0","0","0","https://twitter.com/bsibogor_id/status/1784827573282967874","1417421016","bsibogor_id"
"1784818515566096815","Mon Apr 29 05:34:29 +0000 2024","0","#BeritaUNP MWA Tetapkan Tiga Nama Calon Rektor UNP Periode 2024-2029 https://t.co/FkKzL87Bw0 #universitasnegeripadang #kampusmerdeka #humasunp #kampusmerdeka","1784818515566096815","","","in","West Sumatra, Indonesia","0","0","0","https://twitter.com/HumasUnp/status/1784818515566096815","904943715965214722","HumasUnp"
"1784816795599462490","Mon Apr 29 05:27:39 +0000 2024","0","eh tapi serius motivasi ginian ngaruh bgt inget bgt mid 2022 semangat bgt cari kerja dan gamau sampe jobless setelah kelar kampus merdeka karena pengen ganti 14 pro ","1784816795599462490","","","in","","0","0","0","https://twitter.com/camelsupremacy/status/1784816795599462490","1119203434874359808","camelsupremacy"
"1784795707268087904","Mon Apr 29 04:03:51 +0000 2024","14","Perjalanan Inspiratif Rofi Dhiya Ulhaq Mahasiswa Teknik Mesin Universitas Riau Menuju ITB Selengkapnya: https://t.co/66cHkancRc #ITBnews #Workshop #Multidisiplin #TransformasiITB #ITBsolid #kampusmerdeka #transformasipendidikantinggi","1784795707268087904","","","in","Bandung - Jatinangor - Cirebon","1","0","2","https://twitter.com/itbofficial/status/1784795707268087904","22878447","itbofficial"
"1784783103199953033","Mon Apr 29 03:13:46 +0000 2024","1","Eksplorasi Desain Kursi Santai dan Masa Depan Rotan Berkelanjutan Melalui Workshop Sustainable Rattan Selengkapnya: https://t.co/Pfw5dV5k0X #ITBnews #Workshop #Multidisiplin #TransformasiITB #ITBsolid #kampusmerdeka #transformasipendidikantinggi","1784783103199953033","","","in","Bandung - Jatinangor - Cirebon","0","0","0","https://twitter.com/itbofficial/status/1784783103199953033","22878447","itbofficial"
"1784594877696839956","Sun Apr 28 14:45:49 +0000 2024","2","Merdeka belajar Kurikulum Merdeka Kampus Merdeka : Iya . Merdeka versinya Nadiem . ","1784594877696839956","","","in","","0","1","1","https://twitter.com/tjapoenglaut/status/1784594877696839956","1232172352806379520","tjapoenglaut"
"1784074772193988844","Sat Apr 27 04:19:06 +0000 2024","168"," Saya ikut program Kampus Merdeka di sebuah BUMN. Dan saya tidak digaji sama sekali. Sumpah aneh banget. Masa sekelas BUMN terima anak magang tapi ongkos atau uang makan bahkan nggak dikasih? #GenerasiBurnout https://t.co/dh8KXBJBji","1784074772193988844","","","in","Indonesia","5","0","55","https://twitter.com/projectm_org/status/1784074772193988844","1369663239718465538","projectm_org"
"1784071960538001778","Sat Apr 27 04:07:56 +0000 2024","0","#BeritaUNP Departemen Kepelatihan FIK UNP Gelar FGD dengan Dispora Terkait Pembukaan Prodi S1 Kepelatihan Fisik Olahraga https://t.co/HJHEAArX8W #universitasnegeripadang #kampusmerdeka #humasunp #kampusmerdeka","1784071960538001778","","","in","West Sumatra, Indonesia","0","0","0","https://twitter.com/HumasUnp/status/1784071960538001778","904943715965214722","HumasUnp"
"1784010782205989135","Sat Apr 27 00:04:50 +0000 2024","0","#BeritaUNP Prodi PAI Gelar Visiting Lecturer Hadirkan Guru Besar dari King Fahd University of Petroleum and Minerals https://t.co/2DFJqz0SSD #universitasnegeripadang #kampusmerdeka #humasunp #kampusmerdeka","1784010782205989135","","","in","West Sumatra, Indonesia","0","0","0","https://twitter.com/HumasUnp/status/1784010782205989135","904943715965214722","HumasUnp"
"1783951232190828712","Fri Apr 26 20:08:12 +0000 2024","0","polisi Atlanta telah menyerbu perkemahan mahasiswa kampus Universitas Emory di mana mahasiswa melakukan protes mahasiswa mendukung Gaza untuk merdeka polisi melakukan penangkapan dengan kekerasan dan menggunakan gas air mata terhadap para mahasiswa. Georgia AS https://t.co/fcxtqncvcM","1783951232190828712","https://pbs.twimg.com/ext_tw_video_thumb/1783951132781666304/pu/img/ny3kdZsWJEUw8uE6.jpg","","in","","0","0","0","https://twitter.com/AnakKampun14894/status/1783951232190828712","1709960130123759616","AnakKampun14894"
"1783914266002858272","Fri Apr 26 17:41:19 +0000 2024","0","web kampus merdeka down lagi ya apa internet gue yang bermasalah","1783914266002858272","","","in","","0","1","0","https://twitter.com/ltsmewillow/status/1783914266002858272","1320737510117511170","ltsmewillow"
"1783871466846801929","Fri Apr 26 14:51:15 +0000 2024","0","[cm] info tentang msib batch 7 udh update blm di web kampus merdeka? info2nya dimana ya aku nyari di webnya blm update terus","1783871466846801929","","","in","","0","1","0","https://twitter.com/collegemenfess/status/1783871466846801929","1046084008742801408","collegemenfess"
