,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
0,1608975983096528897,Fri Dec 30 23:59:02 +0000 2022,0,inmendagri terbit susul cabut bijak laku batas giat masyarakat ppkm presiden,1608975983096528897,,,in,Indonesia,0,0,0,https://twitter.com/tauberitamedia/status/1608975983096528897,1520998271161831424,tauberitamedia
1,1608975761289121792,Fri Dec 30 23:58:09 +0000 2022,2,kemarin bijak ppkm cabut hingga sistem milu,1608975761289121792,,,in,NKRI,0,0,1,https://twitter.com/antaranews/status/1608975761289121792,18071520,antaranews
2,1608975421181431808,Fri Dec 30 23:56:48 +0000 2022,8,bijak absurd enggak feel arti laku diskriminasi rakyat sendiri,1608975421181431808,,,in,,0,0,2,https://twitter.com/taufik_q/status/1608975421181431808,175752154,taufik_q
3,1608975087327117313,Fri Dec 30 23:55:28 +0000 2022,26,presiden jokowi umum cabut bijak ppkm jokowi kata tak batas kerumun gera masyarakat kait corona,1608975087327117313,,,in,,1,7,16,https://twitter.com/detikcom/status/1608975087327117313,69183155,detikcom
4,1608974724490752002,Fri Dec 30 23:54:02 +0000 2022,0,presiden jokowi umum cabut bijak ppkm jokowi kata tak batas kerumun gera masyarakat kait corona,1608974724490752002,,,in,Indonesia,0,0,0,https://twitter.com/tauberitamedia/status/1608974724490752002,1520998271161831424,tauberitamedia
5,1608973111365611520,Fri Dec 30 23:47:37 +0000 2022,0,indikator tindakankebijakan perintah tepat pekaes ngebacot asal bunyi,1608973111365611520,,,in,,0,0,0,https://twitter.com/Adv_ERAT/status/1608973111365611520,609620003,Adv_ERAT
6,1608972713678495744,Fri Dec 30 23:46:02 +0000 2022,0,perintah resmi cabut bijak laku batas giat masyarakat ppkm jumat,1608972713678495744,,,in,Indonesia,0,0,0,https://twitter.com/tauberitamedia/status/1608972713678495744,1520998271161831424,tauberitamedia
7,1608972593704636416,Fri Dec 30 23:45:34 +0000 2022,15,perintah resmi cabut bijak laku batas giat masyarakat ppkm jumat,1608972593704636416,,,in,Jakarta,0,0,1,https://twitter.com/kompascom/status/1608972593704636416,23343960,kompascom
8,1608970193824542720,Fri Dec 30 23:36:02 +0000 2022,0,bijak car free night terap susul diri tujuh panggung hibur panjang jalan sudirmanthamrin,1608970193824542720,,,in,Indonesia,0,0,0,https://twitter.com/tauberitamedia/status/1608970193824542720,1520998271161831424,tauberitamedia
9,1608970094797025284,Fri Dec 30 23:35:38 +0000 2022,0,mau hilang subsidi malu pakai kasih bijak muter enggak jelas,1608970094797025284,,,in,"Bogoro, Nigeria",0,0,1,https://twitter.com/Pak_Dimas/status/1608970094797025284,65870480,Pak_Dimas
10,1608969696312979456,Fri Dec 30 23:34:03 +0000 2022,0,ikut alas presiden jokowi cabut bijak laku batas giat masyarakat ppkm,1608969696312979456,,,in,"Rangkasbitung, Indonesia",0,0,0,https://twitter.com/portal_lebak/status/1608969696312979456,1349394262136246273,portal_lebak
11,1608969053665918976,Fri Dec 30 23:31:30 +0000 2022,0,presiden jokowi resmi cabut bijak ppkm,1608969053665918976,,,in,Indonesia,0,0,0,https://twitter.com/BantengGirl/status/1608969053665918976,1275701898537041920,BantengGirl
12,1608967933623160833,Fri Dec 30 23:27:03 +0000 2022,1,situasi pandemi covid kendali perintah cabut bijak ppkm indonesia,1608967933623160833,,,in,NKRI,0,0,0,https://twitter.com/antaranews/status/1608967933623160833,18071520,antaranews
13,1608964158862786562,Fri Dec 30 23:12:03 +0000 2022,0,presiden jokowi resmi cabut bijak ppkm,1608964158862786562,,,in,,0,0,0,https://twitter.com/Kabar_sigercom/status/1608964158862786562,1379763252494618624,Kabar_sigercom
14,1608963969498382337,Fri Dec 30 23:11:18 +0000 2022,0,guru besar ipb kritisi bijak impor beras enggak masuk akal sakit tani,1608963969498382337,,,in,,0,0,0,https://twitter.com/malikah65367056/status/1608963969498382337,1606323413597163520,malikah65367056
15,1608963157124583425,Fri Dec 30 23:08:04 +0000 2022,0,kabar baik presiden jokowi cabut bijak ppkm mulai hari enggak perlu pakai masker,1608963157124583425,,,in,,0,0,0,https://twitter.com/HopsIndonesia/status/1608963157124583425,1200735790222888962,HopsIndonesia
16,1608962927138164736,Fri Dec 30 23:07:09 +0000 2022,1,hujung jokowi putus ppkm resmi henti bijak susul situasi covid nilai makin kendali apa ubah,1608962927138164736,,,in,Jakarta - Indonesia,0,0,0,https://twitter.com/detikHealth/status/1608962927138164736,104446991,detikHealth
17,1608879813389070338,Fri Dec 30 17:36:53 +0000 2022,0,presiden joko widodo jokowi sebut bijak gas rem buat indonesia sukses tangan pandemi covid kini jokowi resmi cabut laku batas giat masyarakat ppkm hitung hari jumat,1608879813389070338,https://pbs.twimg.com/media/FlPjpxJaYAMfkkk.jpg,,in,"Bogor, Jawa Barat",0,0,0,https://twitter.com/Ahmad_hendars/status/1608879813389070338,394090086,Ahmad_hendars
18,1608879396643049472,Fri Dec 30 17:35:14 +0000 2022,1,presiden jokowi umum perintah resmi cabut bijak ppkm lalu konferensi pers istana negara jakarta jumat desember putus sebut ambil timbang situasi pandemi makin kendali kaji dalam,1608879396643049472,https://pbs.twimg.com/media/FlPjSNBagAIHs2V.jpg,,in,"Kota Surabaya, Jawa Timur",0,1,0,https://twitter.com/Hadimakpul/status/1608879396643049472,1344913299788337154,Hadimakpul
19,1608879330318487552,Fri Dec 30 17:34:58 +0000 2022,0,perintah resmi umum cabut bijak laku batas giat masyarakat ppkm kendati ppkm cabut presiden ri joko widodo tegas perintah tetap salur bantu sosial bansos masyarakat,1608879330318487552,https://pbs.twimg.com/media/FlPjNqQagAEcxCY.jpg,,in,"Bogor, Jawa Barat",0,0,0,https://twitter.com/Ahmad_hendars/status/1608879330318487552,394090086,Ahmad_hendars
20,1608878357487431681,Fri Dec 30 17:31:06 +0000 2022,0,presiden jokowi umum cabut resmi bijak ppkm via kabartangsel,1608878357487431681,,,in,Tangerang Selatan,0,0,0,https://twitter.com/Kabar_Tangsel/status/1608878357487431681,546123555,Kabar_Tangsel
21,1608875129672458247,Fri Dec 30 17:18:17 +0000 2022,0,jokowi fokus enam bijak apbn,1608875129672458247,,,in,"Bali, Indonesia",0,0,0,https://twitter.com/dchaztil/status/1608875129672458247,1888309008,dchaztil
22,1608875075486502914,Fri Dec 30 17:18:04 +0000 2022,0,presiden jokowi resmi cabut bijak ppkm,1608875075486502914,,,in,"Bandung, Indonesia",0,0,0,https://twitter.com/SuryoBobby/status/1608875075486502914,981762740275396608,SuryoBobby
23,1608873410007896064,Fri Dec 30 17:11:27 +0000 2022,0,indonesia cabut status bijak batas sosial covid,1608873410007896064,,,in,"Washington, DC",0,0,0,https://twitter.com/BenarNewsID/status/1608873410007896064,3063826036,BenarNewsID
24,1608872057726697484,Fri Dec 30 17:06:04 +0000 2022,0,anggar besar rp miliar lebih buzzer perintah koar bijak aco tarif kayak jelata commuterline pajak andaanda lari kemari,1608872057726697484,https://pbs.twimg.com/media/FlPclzgaYAAGrZB.jpg,,in,"Tangerang Selatan, Banten",0,0,0,https://twitter.com/MS_LuBI5/status/1608872057726697484,1512253914087059457,MS_LuBI5
25,1608869587805966337,Fri Dec 30 16:56:15 +0000 2022,1,menteri koordinator bidang bangun manusia budaya menko pmk muhadjir effendy nyata perintah keluar bijak khusus antisipasi kerumun malam tahun baru jokowi,1608869587805966337,https://pbs.twimg.com/media/FlPaW9WaAAAkZA-.jpg,,in,,0,0,0,https://twitter.com/bujangkuh11/status/1608869587805966337,1312426952410591232,bujangkuh11
26,1608868800799309826,Fri Dec 30 16:53:08 +0000 2022,0,epidemiolog kritik putus jokowi cabut bijak ppkm,1608868800799309826,https://pbs.twimg.com/media/FlPZpcTaYAU0OPK.jpg,,in,"Yogyakarta, Indonesia",0,0,0,https://twitter.com/Harian_Jogja/status/1608868800799309826,118371948,Harian_Jogja
27,1608867287922249728,Fri Dec 30 16:47:07 +0000 2022,0,presiden jokowi resmi cabut bijak ppkm presiden ri joko widodo jokowi resmi cabut bijak laku batas giat masyarakat ppkm jumat,1608867287922249728,,,in,,0,0,0,https://twitter.com/SeptianNurfaja8/status/1608867287922249728,1322886670375550977,SeptianNurfaja8
28,1608866667148496898,Fri Dec 30 16:44:39 +0000 2022,0,ralat worst thing peringkat enggak jadi jamesgunn bijak jokowi seluruh jajar jauh lebih buruk apa presiden wong cilik,1608866667148496898,,,in,,0,0,0,https://twitter.com/dennynovandi/status/1608866667148496898,67161261,dennynovandi
29,1608865831743819776,Fri Dec 30 16:41:20 +0000 2022,0,sch huhhhh habis selesai ngerjain kompek capeknyaaa untung kejar trivia devaluasi bijak bank sentral lemah mata uang negeri,1608865831743819776,,,in,Paid Promote/ Partnership 👇🏻,0,0,0,https://twitter.com/schfess/status/1608865831743819776,1201673806156161025,schfess
30,1608864233332113411,Fri Dec 30 16:34:59 +0000 2022,1,kawasan puncak prediksi padat raya ganti malam tahun baru jumlah langkah siap salah satu laku bijak car free night malam bebas kendaran,1608864233332113411,,,in,"Palmerah, Jakarta",0,0,0,https://twitter.com/hariankompas/status/1608864233332113411,255866913,hariankompas
31,1608860506244415490,Fri Dec 30 16:20:10 +0000 2022,0,komitmen puan guna energi ramah lingkung pernah tunjuk lewat bijak guna mobil listrik delegasi p gelar gedung dpr ri senayan jakarta oktober lalu puan capres pdip,1608860506244415490,,,in,,0,0,0,https://twitter.com/TonoFuller/status/1608860506244415490,1597167833078673408,TonoFuller
32,1608860005851365378,Fri Dec 30 16:18:11 +0000 2022,4,perintah resmi cabut bijak ppkm mulai hari perintah resmi cabut bijak laku batas giat masyarakat ppkm kait pandemi covid presiden joko widodo umum lalu konferensi pers istana negara jakarta,1608860005851365378,https://pbs.twimg.com/media/FlPRoV-aYAADxcF.jpg,,in,"Kota Surabaya, Jawa Timur",0,1,0,https://twitter.com/Arekkampung5/status/1608860005851365378,1062144607692050437,Arekkampung5
33,1608859597410013187,Fri Dec 30 16:16:33 +0000 2022,0,meski bijak ppkm resmi cabut perintah minta seluruh masyarakat komponen bangsa tetap hatihati waspada,1608859597410013187,https://pbs.twimg.com/media/FlPRRSqacAUK4Ol.jpg,,in,,0,0,0,https://twitter.com/Mockingjacks_/status/1608859597410013187,609020935,Mockingjacks_
34,1608858550604025859,Fri Dec 30 16:12:24 +0000 2022,1,perintah resmi cabut bijak laku batas giat masyarakat ppkm kait pandemi covid presiden joko widodo umum lalu konferensi pers istana negara jakarta jumat desember,1608858550604025859,https://pbs.twimg.com/media/FlPQUT2aUAMMEFi.jpg,,in,"Trenggalek, Indonesia",0,0,0,https://twitter.com/ElcapitanoTotti/status/1608858550604025859,1052037251775913984,ElcapitanoTotti
35,1608858507864047629,Fri Dec 30 16:12:14 +0000 2022,0,perintah resmi cabut bijak laku batas giat masyarakat ppkm kait pandemi covid presiden joko widodo umum lalu konferensi pers istana negara jakarta jumat desember,1608858507864047629,https://pbs.twimg.com/media/FlPQR01acAASov2.jpg,,in,,0,0,0,https://twitter.com/Mockingjacks_/status/1608858507864047629,609020935,Mockingjacks_
36,1608857847734968323,Fri Dec 30 16:09:36 +0000 2022,5,perintah bakal tetap guna aplikasi pedulilindungi meski bijak ppkm cabut apa fungsi,1608857847734968323,,,in,,0,0,1,https://twitter.com/detikcom/status/1608857847734968323,69183155,detikcom
37,1608857147538046976,Fri Dec 30 16:06:49 +0000 2022,0,perppu ciptaker kalo kata gue bijak tolol tutup tahun,1608857147538046976,,,in,"Jakarta Selatan, DKI Jakarta",0,2,0,https://twitter.com/auliamtrs/status/1608857147538046976,1415206028,auliamtrs
38,1608856619101859840,Fri Dec 30 16:04:43 +0000 2022,2,presiden jokowi resmi cabut bijak ppkm lengkap,1608856619101859840,,,in,"Kuningan, Indonesia",0,0,0,https://twitter.com/BantengKuningan/status/1608856619101859840,1303334872878993410,BantengKuningan
39,1608855950462709762,Fri Dec 30 16:02:04 +0000 2022,0,indonesia sedang usaha giat budaya hijau hari warga salah satu bijak konversi kendara listrik dukung sadar guna kendara ramah lingkung puan maharani puan capres pdip,1608855950462709762,https://pbs.twimg.com/ext_tw_video_thumb/1604414188222566401/pu/img/Qwve3HHhBLCk0R-O.jpg,,in,,0,0,0,https://twitter.com/TonoFuller/status/1608855950462709762,1597167833078673408,TonoFuller
40,1608855893298536450,Fri Dec 30 16:01:50 +0000 2022,0,dips bijak pindahpindah faskes kayak begini cuman undip serentak ptn,1608855893298536450,,,in,⬇️BACA RULES JANGAN NGELANGGAR,0,1,0,https://twitter.com/undipmenfess/status/1608855893298536450,1177052356925513728,undipmenfess
41,1608855078919876613,Fri Dec 30 15:58:36 +0000 2022,0,presiden joko widodo jokowi resmi cabut bijak laku batas giat masyarakat ppkm jumat sikap jabat pj gubernur dki jakarta heru budi hartono enggan spekulasi lantar tunggu atur,1608855078919876613,,,in,,0,0,0,https://twitter.com/inilahdotcom/status/1608855078919876613,46693036,inilahdotcom
42,1608853957937594371,Fri Dec 30 15:54:09 +0000 2022,0,presiden jokowi damping wakil presiden maruf amin pimpin rapat batas bahas kena bijak slot terbang istana merdeka jakarta senin,1608853957937594371,https://pbs.twimg.com/media/FlPMI02aUAIkw8h.jpg,,in,,0,0,0,https://twitter.com/mamavanenbas/status/1608853957937594371,212506085,mamavanenbas
43,1608853922202136578,Fri Dec 30 15:54:00 +0000 2022,0,presiden jokowi resmi cabut bijak ppkm,1608853922202136578,,,in,Jakarta,0,0,0,https://twitter.com/pemudamerahh/status/1608853922202136578,1210249809510092801,pemudamerahh
44,1608853529103577088,Fri Dec 30 15:52:27 +0000 2022,0,perintah umum cabut bijak ppkm covid,1608853529103577088,,,in,"Menteng, Jakarta Pusat",0,0,0,https://twitter.com/radamuhucom/status/1608853529103577088,731010885204873216,radamuhucom
45,1608852951812157440,Fri Dec 30 15:50:09 +0000 2022,0,cabut bijak ppkm presiden ri tak batas kerumun gera masyarakat lengkap klik dilam mradarnew,1608852951812157440,https://pbs.twimg.com/media/FlPLO5LaMAE2jXl.jpg,,in,Denpasar-Bali,0,0,0,https://twitter.com/m_radarnew/status/1608852951812157440,980712094881337349,m_radarnew
46,1608852316077314048,Fri Dec 30 15:47:37 +0000 2022,0,bijak selalu inkonstitusional inconsistent ciri rezim boneka oligarki,1608852316077314048,,,in,"Bojongsoang, Indonesia",0,0,0,https://twitter.com/wennit1/status/1608852316077314048,2423889388,wennit1
47,1608850928370847745,Fri Dec 30 15:42:06 +0000 2022,0,sukses kendali covid perintah cabut bijak ppkm,1608850928370847745,https://pbs.twimg.com/media/FlPJZGHagAEXSgp.jpg,,in,"Jl. Gatot Mangkupraja No.15, Nagrak, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43215",0,0,0,https://twitter.com/berita_cianjur/status/1608850928370847745,3277258279,berita_cianjur
48,1608850817456680962,Fri Dec 30 15:41:40 +0000 2022,17,bijak gus dur jabat presiden perlu ingat,1608850817456680962,,,in,,0,0,10,https://twitter.com/OposisiCerdas/status/1608850817456680962,887743587579944960,OposisiCerdas
49,1608850277448445953,Fri Dec 30 15:39:31 +0000 2022,1,bijak aneh minta rekontruksi kata tunggu jatuh tempo jatuh tempo thn lagiini bulan dc deh neror mulu rumah tangga jadi ributtlg dong bijak nya mahasiswa itb enggak apa beda shopeeid ojkindonesia,1608850277448445953,https://pbs.twimg.com/media/FlPIzMJaAAEKVJw.jpg,,in,,0,1,4,https://twitter.com/fei7789/status/1608850277448445953,1466244364825366530,fei7789
50,1608849566648143873,Fri Dec 30 15:36:42 +0000 2022,1,gerindra sebut bijak heru selesai masalah sindir tuju dekat era digital orangorang cerdas kan tanya apa kirakira kan gitu akhir adu efektif mdyasmara msdidu,1608849566648143873,,,in,,0,0,0,https://twitter.com/Simanjunta9Nico/status/1608849566648143873,1460142601449840652,Simanjunta9Nico
51,1608849410506764290,Fri Dec 30 15:36:05 +0000 2022,0,bijak kkn ubah situ otak suruh pikir keras asw,1608849410506764290,,,in,"Kota Mataram, Nusa Tenggara Ba",0,0,0,https://twitter.com/apasajaseterah/status/1608849410506764290,1146384771133538304,apasajaseterah
52,1608848661580242946,Fri Dec 30 15:33:06 +0000 2022,0,presiden jokowi akhir cabut bijak laku batas giat masyarakat ppkm hari jumat desember meski kepala negara minta masyarakat tetap waspada,1608848661580242946,https://pbs.twimg.com/media/FlPHU8XaUAE8Guh.jpg,,in,,0,0,0,https://twitter.com/Naraera1/status/1608848661580242946,1351236840066609171,Naraera1
53,1608848592948834306,Fri Dec 30 15:32:50 +0000 2022,0,beda gue sama caca kalo caca fokus hukum bijak publik kalo gue fokus hukum politik perintah kalo alhamdulilah nya dua samasama masuk jurus hukum beda caca ambil hukum pidana aku ambil hukum acara adil,1608848592948834306,,,in,,0,0,0,https://twitter.com/dearzizie/status/1608848592948834306,1571101044402454529,dearzizie
54,1608848517522677761,Fri Dec 30 15:32:32 +0000 2022,0,perintah resmi cabut bijak ppkm,1608848517522677761,,,in,,0,0,0,https://twitter.com/radartangsel_/status/1608848517522677761,1567402171335086081,radartangsel_
55,1608848350111223809,Fri Dec 30 15:31:52 +0000 2022,1,presiden jokowi resmi cabut bijak ppkm presiden ri joko widodo jokowi resmi cabut bijak laku batas giat masyarakat ppkm jumat,1608848350111223809,,,in,,0,0,1,https://twitter.com/Dafitnr10/status/1608848350111223809,1303356305361395712,Dafitnr10
56,1608846312493158400,Fri Dec 30 15:23:46 +0000 2022,9,oligarki jabat khianat atur strategi mprthankan buzerp jilat susun proposal misi pecah belah rakyat rakyat jelata bijak rejim pro rakyat akibat biaya hidup tggi you,1608846312493158400,https://pbs.twimg.com/ext_tw_video_thumb/1608846276564770818/pu/img/nuz85ZDJBxz4E5_N.jpg,,in,"Kampung Rakyat, Indonesia",0,0,4,https://twitter.com/bangZhack86/status/1608846312493158400,1359792684735500290,bangZhack86
57,1608845880198848515,Fri Dec 30 15:22:03 +0000 2022,0,bijak baru menpanrb azwar anas laku januari,1608845880198848515,,,in,Indonesia,0,0,0,https://twitter.com/jpnncom/status/1608845880198848515,79130206,jpnncom
58,1608845463570251781,Fri Dec 30 15:20:24 +0000 2022,0,enggak riset soal sejarah developer rumah indonesia akhir model bijak huni buat makin pinggir dominan rumah tapak akhir lahan cuma asai modal besar,1608845463570251781,,,in,"Liverpool, England",0,0,0,https://twitter.com/saneinhate/status/1608845463570251781,1239964816611012611,saneinhate
59,1608831664494641152,Fri Dec 30 14:25:34 +0000 2022,37,mantap kemenhub bijak kurang risiko celaka truk lebih muat renggut korban jiwa,1608831664494641152,,,in,,12,11,10,https://twitter.com/habibthink/status/1608831664494641152,333923119,habibthink
60,1608831591358550018,Fri Dec 30 14:25:16 +0000 2022,0,indonesia catat tambah kasus baru covid per jumat seluruh kasus konfirmasi kasus cabut bijak ppkm tambah kasus hari alami turun,1608831591358550018,,,in,Jakarta,0,0,0,https://twitter.com/indozonemedia/status/1608831591358550018,350668803,indozonemedia
61,1608831535603675138,Fri Dec 30 14:25:03 +0000 2022,0,sambut baik cabut bijak ppkm kadin dorong tumbuh ekonomi,1608831535603675138,,,in,Portal Informasi Berita Hukum dan Ekonomi Indonesia,0,0,0,https://twitter.com/BizlawIndonesia/status/1608831535603675138,1084746011006750720,BizlawIndonesia
62,1608831284905758721,Fri Dec 30 14:24:03 +0000 2022,0,resmi presiden jokowi cabut bijak ppkm,1608831284905758721,,,in,"Jakarta, Indonesia",0,0,0,https://twitter.com/antvklikdotcom/status/1608831284905758721,1568149502284136448,antvklikdotcom
63,1608831279730155521,Fri Dec 30 14:24:02 +0000 2022,8,bijak ppkm cabut vaksin booster pcr antigen peduli lindung jadi syarat pergi kalau jadi syarat percuma,1608831279730155521,,,in,,0,2,1,https://twitter.com/agomala/status/1608831279730155521,317120486,agomala
64,1608831240886444032,Fri Dec 30 14:23:53 +0000 2022,0,hasil kendali pandemi covid bijak ppkm resmi cabut,1608831240886444032,,,in,,0,0,0,https://twitter.com/mbsnews_id/status/1608831240886444032,1235394895835058178,mbsnews_id
65,1608829831923261441,Fri Dec 30 14:18:17 +0000 2022,0,bijak presiden jokowi keren,1608829831923261441,,,in,"Bengkulu, Indonesia",0,1,0,https://twitter.com/diansari778/status/1608829831923261441,1570646605422006273,diansari778
66,1608828608306638848,Fri Dec 30 14:13:25 +0000 2022,0,perintah resmi cabut bijak laku batas giat masyarakat ppkm kait pandemi covid presiden jokowi umum lalu konferensi pers istana negara jakarta jumat desember,1608828608306638848,https://pbs.twimg.com/media/FlO1FkEaYAI1lak.jpg,,in,,0,0,0,https://twitter.com/Deje_Vendra/status/1608828608306638848,1377474137807986695,Deje_Vendra
67,1608828519806828545,Fri Dec 30 14:13:04 +0000 2022,0,presiden jokowi ungkap landas perintah cabut bijak ppkm,1608828519806828545,,,in,"Kota Malang, Jawa Timur",0,0,0,https://twitter.com/cover_both_side/status/1608828519806828545,1466060594130436099,cover_both_side
68,1608828138817224705,Fri Dec 30 14:11:33 +0000 2022,0,libat perempuan bawa proses lebih inklusif ambil putus bijak publik abai peran perempuan bangun global regional puan maharani puan capres pdip,1608828138817224705,,,in,,0,0,0,https://twitter.com/Alberta_sa5/status/1608828138817224705,1574899968565026830,Alberta_sa5
69,1608827605033299971,Fri Dec 30 14:09:26 +0000 2022,10,erick thohir sosok strategis pilpres elektabilitas tinggi kerja baik bagai terobos bijak hasil buat kerja usaha bumn makin baik dapat respons positif masyarakat erickthohir,1608827605033299971,https://pbs.twimg.com/media/FlO0LH0aMAIN5Ct.jpg,,in,,0,0,7,https://twitter.com/riyadisugeng167/status/1608827605033299971,1310491734086877184,riyadisugeng167
70,1608827370622054400,Fri Dec 30 14:08:30 +0000 2022,0,dirut pln darmawan prasodjo anugerah harga green leadership utama perintah ri buah harga tinggi atas pimpin individu milik bijak pro lingkung cipta ekosistem saling dukung bijak sebut,1608827370622054400,https://pbs.twimg.com/media/FlOz82HaEAAA97s.jpg,,in,Nusa Tenggara Barat ,0,1,0,https://twitter.com/pln_ntb/status/1608827370622054400,1567888907316133890,pln_ntb
71,1608826761483280387,Fri Dec 30 14:06:05 +0000 2022,19,umum akhir ppkm akhir deret bijak perintah indonesia lama pandemi covid langsung,1608826761483280387,,,in,Indonesia,0,0,1,https://twitter.com/nu_online/status/1608826761483280387,214818815,nu_online
72,1608826718038667265,Fri Dec 30 14:05:54 +0000 2022,0,tani punya harga diri buat bijak melcrekan diri,1608826718038667265,,,in,Indonesia,0,0,0,https://twitter.com/Ichwan_H/status/1608826718038667265,90528903,Ichwan_H
73,1608825915722858496,Fri Dec 30 14:02:43 +0000 2022,123,kawan kabinet simak yuk arah presiden jokowi kait cabut bijak ppkm istana merdeka jakarta jumat,1608825915722858496,https://pbs.twimg.com/media/FlOypD1aEAIpKy9.jpg,,in,Jakarta,3,5,44,https://twitter.com/setkabgoid/status/1608825915722858496,260686783,setkabgoid
74,1608825520195776513,Fri Dec 30 14:01:09 +0000 2022,4,masyarakat ajak raya tahun baru penuh gembira tetap jauh mudarat taat bijak buat,1608825520195776513,,,in,Jakarta,0,1,0,https://twitter.com/liputan6dotcom/status/1608825520195776513,47596019,liputan6dotcom
75,1608825340931248130,Fri Dec 30 14:00:26 +0000 2022,7,moga partai buruh dapat traksi dapat kursi parlemen satu gue dapat ajar politik australia hadir partai buruh jadi imbang bijak indonesia perlu imbang ambang neoliberalisasi ekonomi,1608825340931248130,,,in,Menanti mentari.,1,1,0,https://twitter.com/rafkaril/status/1608825340931248130,1187540838835838976,rafkaril
76,1608825150027489285,Fri Dec 30 13:59:40 +0000 2022,8,tok jokowi cabut bijak ppkm,1608825150027489285,https://pbs.twimg.com/media/FlOx8cHakAEf7tk.jpg,,in,🇮🇩,0,2,6,https://twitter.com/elsaday__/status/1608825150027489285,1316243860280889345,elsaday__
77,1608824988131549186,Fri Dec 30 13:59:02 +0000 2022,9,erick thohir hapus paradigma bumn sarang korupsi bagai langkah bijak laku upaya cegah berantas korupsi bumn erickthohir,1608824988131549186,https://pbs.twimg.com/media/FlOxyvAakAIEZIB.jpg,,in,,0,0,7,https://twitter.com/riyadisugeng167/status/1608824988131549186,1310491734086877184,riyadisugeng167
78,1608823821469118464,Fri Dec 30 13:54:24 +0000 2022,14,tiada kuat sayap kiri organisir baik parlemen gera akar rumput memunkinkan rezim jalan bagai bijak sewenangwenang,1608823821469118464,,,in,Yogyakarta,1,0,1,https://twitter.com/BukuProgresif/status/1608823821469118464,1168376969819389952,BukuProgresif
79,1608823773465313280,Fri Dec 30 13:54:12 +0000 2022,1,presiden joko widodo resmi cabut bijak laku batas giat masyarakat ppkm,1608823773465313280,https://pbs.twimg.com/media/FlOwrfCaUAA6Ljd.jpg,,in,"Probolinggo, Jawa Timur",0,0,0,https://twitter.com/bolinggodotco/status/1608823773465313280,1605909828198551552,bolinggodotco
80,1608823767106744320,Fri Dec 30 13:54:11 +0000 2022,0,presiden jokowi cabut bijak ppkm,1608823767106744320,https://pbs.twimg.com/media/FlOwsA3acAIkSMN.jpg,,in,,0,0,0,https://twitter.com/KharismaSang/status/1608823767106744320,1346723311472918534,KharismaSang
81,1608822976631418880,Fri Dec 30 13:51:02 +0000 2022,0,bijak cara kerja usaha hingga komitmen tegak prinsipprinsip etika bisnis,1608822976631418880,,,in,BDL-Hatimu,0,0,0,https://twitter.com/Jadego_BDL/status/1608822976631418880,3162597337,Jadego_BDL
82,1608820478554312704,Fri Dec 30 13:41:07 +0000 2022,2,presiden jokowi umum cabut bijak ppkm,1608820478554312704,https://pbs.twimg.com/media/FlOtn5ragAEbG_9.jpg,,in,"Ngawi, Indonesia",0,0,0,https://twitter.com/aboutngawi/status/1608820478554312704,1156487004965597185,aboutngawi
83,1608820454021791746,Fri Dec 30 13:41:01 +0000 2022,0,buah logo bisnis dasar bagi bijak bisnis logo komunikasi misi visi usaha,1608820454021791746,,,in,BDL-Hatimu,0,0,0,https://twitter.com/Jadego_BDL/status/1608820454021791746,3162597337,Jadego_BDL
84,1608817684199903233,Fri Dec 30 13:30:00 +0000 2022,0,resmi presiden jokowi cabut bijak ppkm indonesia,1608817684199903233,,,in,Karawang,0,0,0,https://twitter.com/infoka_id/status/1608817684199903233,1257993508360577024,infoka_id
85,1608816700975378433,Fri Dec 30 13:26:06 +0000 2022,0,ganjar pranowo akhir cabut bijak laku batas giat masyarakat ppkm jateng tahu ganjar cabut bijak ppkm jateng simak berita bawah lengkap,1608816700975378433,https://pbs.twimg.com/ext_tw_video_thumb/1608816614488805376/pu/img/oTQ1cR6EFE30RAPy.jpg,,in,Jawa Tengah,0,0,0,https://twitter.com/jatengnews_id/status/1608816700975378433,1493116570695995392,jatengnews_id
86,1608816180290277376,Fri Dec 30 13:24:02 +0000 2022,0,perintah resmi cabut bijak laku batas giat masyarakat ppkm kait pandemi covid presiden joko widodo umum lalu konferensi pers istana negara jakarta jumat desember jokowi,1608816180290277376,https://pbs.twimg.com/media/FlOpwqnaUAQ2BW2.jpg,,in,Indonesia ,0,0,0,https://twitter.com/Karolina_bee11/status/1608816180290277376,1860356557,Karolina_bee11
87,1608815644098826240,Fri Dec 30 13:21:54 +0000 2022,0,guru besar ipb kritisi bijak impor beras enggak masuk akal sakit tani,1608815644098826240,,,in,"Ponorogo, Indonesia",0,0,0,https://twitter.com/Ponorogo_Berkah/status/1608815644098826240,959859070575394816,Ponorogo_Berkah
88,1608814801869996033,Fri Dec 30 13:18:33 +0000 2022,7,guru besar fkui tuju bijak ppkm cabut alas,1608814801869996033,,,in,Indonesia,0,1,0,https://twitter.com/KompasTV/status/1608814801869996033,71436318,KompasTV
